equipment_id,date,days_since_last_service,maintenance_count_30d,maintenance_count_60d,maintenance_count_90d,equipment_class,unit,nmc_within_7d
EQ-00715,2024-07-28,,6,6,11,tracked,BSB,False
EQ-00716,2024-02-08,111,3,5,6,engineer,BSB,True
EQ-00717,2024-01-01,19,5,5,7,comms,1-3 BN,False
EQ-00718,2024-11-06,129,5,10,15,engineer,2-1 BN,False
EQ-00719,2024-08-23,176,3,8,11,wheeled,DIV CAV,True
EQ-00720,2024-01-22,,0,0,2,engineer,2-1 BN,False
EQ-00721,2024-02-19,154,2,5,9,wheeled,DIV CAV,False
EQ-00722,2024-02-20,10,4,10,13,engineer,2-1 BN,False
EQ-00723,2024-05-04,105,8,11,16,engineer,1-3 BN,False
EQ-00724,2024-02-15,91,6,10,10,engineer,HHC,False
EQ-00725,2024-01-19,103,8,12,13,engineer,1-2 BN,False
EQ-00726,2024-09-25,,2,7,10,wheeled,1-1 BN,False
EQ-00727,2024-11-22,172,4,7,8,engineer,2-1 BN,False
EQ-00728,2024-04-17,5,7,11,12,aviation,HHC,False
EQ-00729,2024-01-15,103,7,11,15,engineer,DIV CAV,False
EQ-00730,2024-07-09,89,4,8,12,wheeled,2-1 BN,False
EQ-00731,2024-02-10,68,0,3,6,aviation,HHC,False
EQ-00732,2024-08-01,144,5,11,14,comms,1-1 BN,False
EQ-00733,2024-08-05,12,5,10,14,aviation,BSB,False
EQ-00734,2024-07-24,64,1,5,5,tracked,HHC,False
EQ-00735,2024-08-12,38,0,5,5,tracked,DIV CAV,False
EQ-00736,2024-06-26,55,3,9,12,comms,2-1 BN,False
EQ-00737,2024-05-03,26,6,9,14,wheeled,1-1 BN,False
EQ-00738,2024-10-30,28,5,7,11,tracked,1-2 BN,False
EQ-00739,2024-01-07,171,0,1,3,wheeled,1-3 BN,False
EQ-00740,2024-06-21,,0,2,4,aviation,1-1 BN,False
EQ-00741,2024-09-16,151,8,14,15,wheeled,2-1 BN,False
EQ-00742,2024-07-24,131,7,8,10,comms,2-1 BN,False
EQ-00743,2024-04-19,73,3,7,8,wheeled,1-1 BN,False
EQ-00744,2024-01-15,75,3,5,6,wheeled,DIV CAV,False
EQ-00745,2024-04-25,72,1,4,8,wheeled,HHC,False
EQ-00746,2024-07-30,106,6,7,11,aviation,HHC,False
EQ-00747,2024-04-09,156,6,7,8,aviation,2-1 BN,False
EQ-00748,2024-06-16,43,2,3,3,comms,1-3 BN,False
EQ-00749,2024-01-20,120,7,13,13,aviation,1-1 BN,False
EQ-00750,2024-12-03,12,4,4,8,aviation,1-2 BN,False
EQ-00751,2024-09-16,106,6,9,9,wheeled,BSB,False
EQ-00752,2024-02-28,33,7,11,15,tracked,1-3 BN,False
EQ-00753,2024-09-05,,8,11,12,engineer,1-3 BN,False
EQ-00754,2024-03-12,83,8,14,16,comms,1-2 BN,False
EQ-00755,2024-01-08,67,8,9,11,tracked,BSB,False
EQ-00756,2024-07-20,63,7,8,11,tracked,1-3 BN,True
EQ-00757,2024-01-22,29,8,8,13,tracked,HHC,False
EQ-00758,2024-07-13,68,1,5,6,engineer,2-1 BN,False
EQ-00759,2024-01-04,68,7,13,13,comms,DIV CAV,False
EQ-00760,2024-03-04,158,2,7,9,wheeled,2-1 BN,False
EQ-00761,2024-12-02,78,7,10,14,engineer,BSB,False
EQ-00762,2024-04-18,12,3,5,5,aviation,1-2 BN,False
EQ-00763,2024-02-05,144,1,3,3,engineer,1-3 BN,False
EQ-00764,2024-02-13,163,1,4,8,tracked,1-3 BN,False
EQ-00765,2024-06-08,,5,8,8,comms,1-3 BN,False
EQ-00766,2024-01-25,76,8,11,15,comms,1-1 BN,False
EQ-00767,2024-04-11,91,6,8,10,wheeled,BSB,False
EQ-00768,2024-03-19,121,4,10,10,comms,1-3 BN,False
EQ-00769,2024-01-14,116,4,6,10,tracked,DIV CAV,False
EQ-00770,2024-09-25,,3,4,8,comms,1-2 BN,False
EQ-00771,2024-07-20,48,6,8,8,engineer,2-1 BN,True
EQ-00772,2024-01-09,116,5,6,6,tracked,DIV CAV,False
EQ-00773,2024-01-24,102,3,3,8,aviation,1-1 BN,False
EQ-00774,2024-01-14,165,5,7,10,engineer,1-2 BN,False
EQ-00775,2024-06-13,100,4,4,4,tracked,1-3 BN,False
EQ-00776,2024-09-23,77,8,11,16,comms,BSB,False
EQ-00777,2024-09-22,65,8,8,11,engineer,HHC,True
EQ-00778,2024-05-06,7,0,3,6,comms,1-1 BN,True
EQ-00779,2024-08-15,57,7,9,13,comms,DIV CAV,False
EQ-00780,2024-04-11,10,7,11,11,tracked,1-1 BN,False
EQ-00781,2024-08-14,109,0,0,2,wheeled,1-2 BN,False
EQ-00782,2024-02-17,23,5,7,11,aviation,1-3 BN,False
EQ-00783,2024-04-26,170,8,10,15,tracked,2-1 BN,False
EQ-00784,2024-12-25,42,3,7,7,aviation,HHC,False
EQ-00785,2024-01-14,93,3,3,3,tracked,HHC,False
EQ-00786,2024-10-26,161,6,8,9,engineer,HHC,False
EQ-00787,2024-02-27,117,3,3,6,engineer,DIV CAV,False
EQ-00788,2024-06-04,40,4,8,11,comms,1-2 BN,False
EQ-00789,2024-04-10,135,6,12,14,engineer,1-2 BN,False
EQ-00790,2024-11-14,169,6,10,13,tracked,1-3 BN,False
EQ-00791,2024-12-25,62,4,8,9,wheeled,BSB,False
EQ-00792,2024-09-03,9,6,6,8,engineer,HHC,False
EQ-00793,2024-02-21,82,7,11,12,comms,HHC,False
EQ-00794,2024-03-03,7,6,11,15,comms,1-2 BN,False
EQ-00795,2024-07-08,103,3,9,13,aviation,DIV CAV,False
EQ-00796,2024-08-17,76,5,7,10,wheeled,BSB,True
EQ-00797,2024-04-28,65,2,5,10,engineer,1-1 BN,False
EQ-00798,2024-10-03,150,2,4,6,comms,BSB,False
EQ-00799,2024-11-28,160,2,5,5,wheeled,HHC,True
EQ-00800,2024-02-11,15,1,7,9,wheeled,2-1 BN,False
EQ-00001,2024-02-06,144,4,10,12,engineer,HHC,False
EQ-00002,2024-11-15,23,3,3,3,engineer,DIV CAV,False
EQ-00003,2024-09-19,50,8,14,16,tracked,2-1 BN,False
EQ-00004,2024-10-20,175,8,14,17,engineer,1-2 BN,False
EQ-00005,2024-12-11,68,4,8,8,tracked,2-1 BN,False
EQ-00006,2024-11-17,106,5,7,12,tracked,DIV CAV,False
EQ-00007,2024-03-11,136,8,9,10,tracked,1-2 BN,True
EQ-00008,2024-02-11,102,4,4,7,engineer,HHC,False
EQ-00009,2024-11-18,40,3,6,8,tracked,HHC,False
EQ-00010,2024-11-17,109,8,9,11,comms,DIV CAV,False
EQ-00011,2024-10-29,119,6,8,8,wheeled,1-2 BN,False
EQ-00012,2024-04-25,147,3,8,9,engineer,1-2 BN,False
EQ-00013,2024-09-30,163,6,12,15,tracked,1-2 BN,False
EQ-00014,2024-07-13,150,4,8,12,engineer,BSB,False
EQ-00015,2024-03-25,158,6,12,14,tracked,HHC,False
EQ-00016,2024-09-23,64,6,12,17,aviation,2-1 BN,False
EQ-00017,2024-09-16,30,1,3,4,wheeled,2-1 BN,False
EQ-00018,2024-05-11,134,0,2,6,wheeled,1-1 BN,False
EQ-00019,2024-06-19,153,0,6,11,aviation,HHC,False
EQ-00020,2024-03-26,157,0,1,3,comms,HHC,False
EQ-00021,2024-03-18,69,6,7,10,wheeled,2-1 BN,False
EQ-00022,2024-04-01,6,3,4,5,comms,1-3 BN,False
EQ-00023,2024-02-07,45,5,7,12,engineer,DIV CAV,False
EQ-00024,2024-09-07,117,3,7,9,comms,BSB,False
EQ-00025,2024-10-23,18,2,4,9,aviation,HHC,False
EQ-00026,2024-02-13,173,3,6,9,wheeled,HHC,True
EQ-00027,2024-09-27,91,6,11,14,comms,1-1 BN,False
EQ-00028,2024-02-22,143,4,9,10,tracked,1-1 BN,False
EQ-00029,2024-01-08,,6,7,7,engineer,DIV CAV,False
EQ-00030,2024-12-24,43,4,9,13,tracked,2-1 BN,False
EQ-00031,2024-04-24,11,7,12,17,tracked,1-2 BN,False
EQ-00032,2024-02-12,59,6,8,10,tracked,1-2 BN,False
EQ-00033,2024-04-04,2,1,5,8,wheeled,DIV CAV,False
EQ-00034,2024-05-31,65,1,4,9,tracked,2-1 BN,False
EQ-00035,2024-11-09,54,6,8,8,comms,HHC,False
EQ-00036,2024-06-16,176,0,0,2,aviation,1-1 BN,False
EQ-00037,2024-09-19,177,8,14,16,wheeled,1-2 BN,False
EQ-00038,2024-08-07,13,0,1,4,tracked,2-1 BN,True
EQ-00039,2024-03-09,10,2,7,12,tracked,1-1 BN,False
EQ-00040,2024-12-27,175,2,8,13,tracked,2-1 BN,False
EQ-00041,2024-06-18,112,2,8,12,tracked,DIV CAV,True
EQ-00042,2024-02-27,57,1,4,7,comms,BSB,False
EQ-00043,2024-10-12,79,0,1,2,comms,1-3 BN,False
EQ-00044,2024-07-10,17,0,3,3,aviation,1-3 BN,False
EQ-00045,2024-10-24,,8,10,12,comms,1-3 BN,False
EQ-00046,2024-10-09,168,1,4,7,wheeled,DIV CAV,False
EQ-00047,2024-07-30,151,2,4,4,tracked,1-1 BN,True
EQ-00048,2024-06-11,105,6,6,11,wheeled,1-2 BN,False
EQ-00049,2024-03-03,85,5,6,11,aviation,1-2 BN,False
EQ-00050,2024-03-09,84,8,14,18,engineer,2-1 BN,False
EQ-00051,2024-11-27,61,5,7,12,comms,HHC,True
EQ-00052,2024-12-31,104,2,4,9,aviation,1-2 BN,False
EQ-00053,2024-11-01,,1,1,1,aviation,BSB,False
EQ-00054,2024-03-22,176,6,12,13,aviation,HHC,False
EQ-00055,2024-10-05,103,0,1,1,engineer,1-3 BN,False
EQ-00056,2024-09-29,,3,3,5,engineer,1-3 BN,False
EQ-00057,2024-09-30,,7,7,11,engineer,BSB,False
EQ-00058,2024-06-07,57,5,10,12,tracked,BSB,False
EQ-00059,2024-05-31,47,0,2,7,aviation,DIV CAV,False
EQ-00060,2024-07-27,127,1,1,6,comms,2-1 BN,False
EQ-00061,2024-10-30,79,5,8,11,engineer,2-1 BN,False
EQ-00062,2024-05-08,175,1,1,4,aviation,DIV CAV,True
EQ-00063,2024-07-01,10,1,3,8,engineer,1-2 BN,False
EQ-00064,2024-04-02,52,6,11,15,wheeled,2-1 BN,False
EQ-00065,2024-02-01,51,4,7,10,wheeled,1-1 BN,False
EQ-00066,2024-03-07,133,3,3,8,engineer,2-1 BN,False
EQ-00067,2024-05-23,30,3,8,12,comms,HHC,False
EQ-00068,2024-09-02,153,2,5,5,engineer,1-3 BN,False
EQ-00069,2024-12-22,57,3,7,12,comms,DIV CAV,False
EQ-00070,2024-09-22,38,8,10,15,aviation,DIV CAV,False
EQ-00071,2024-11-10,167,1,5,7,engineer,DIV CAV,False
EQ-00072,2024-08-27,14,0,5,5,comms,2-1 BN,False
EQ-00073,2024-10-27,157,4,10,12,aviation,HHC,False
EQ-00074,2024-11-24,80,4,4,4,aviation,DIV CAV,False
EQ-00075,2024-03-28,164,5,7,12,comms,BSB,False
EQ-00076,2024-08-19,28,6,6,11,aviation,1-3 BN,False
EQ-00077,2024-10-23,157,8,10,15,engineer,BSB,False
EQ-00078,2024-10-17,156,6,8,12,wheeled,2-1 BN,False
EQ-00079,2024-09-16,128,5,8,13,tracked,DIV CAV,False
EQ-00080,2024-02-06,80,3,5,10,comms,BSB,True
EQ-00081,2024-12-21,114,1,7,12,tracked,2-1 BN,False
EQ-00082,2024-07-17,176,3,5,10,wheeled,HHC,True
EQ-00083,2024-01-02,56,6,10,11,comms,1-2 BN,False
EQ-00084,2024-12-30,4,3,4,7,engineer,DIV CAV,False
EQ-00085,2024-06-23,86,0,5,6,tracked,BSB,False
EQ-00086,2024-03-11,41,7,8,10,comms,HHC,False
EQ-00087,2024-06-18,116,2,4,8,wheeled,1-2 BN,False
EQ-00088,2024-03-12,124,7,7,9,tracked,DIV CAV,False
EQ-00089,2024-06-17,92,5,7,9,wheeled,1-1 BN,False
EQ-00090,2024-03-17,,1,4,6,wheeled,2-1 BN,False
EQ-00091,2024-06-07,93,4,10,13,aviation,1-1 BN,False
EQ-00092,2024-03-22,64,1,6,7,wheeled,HHC,False
EQ-00093,2024-01-08,113,6,6,7,comms,1-2 BN,False
EQ-00094,2024-10-04,162,0,2,5,tracked,2-1 BN,False
EQ-00095,2024-10-12,2,4,6,8,aviation,1-3 BN,False
EQ-00096,2024-10-24,105,3,8,10,aviation,2-1 BN,False
EQ-00097,2024-09-12,156,4,10,11,comms,1-2 BN,False
EQ-00098,2024-09-06,50,0,2,7,comms,1-1 BN,False
EQ-00099,2024-01-15,63,6,10,13,engineer,BSB,False
EQ-00100,2024-03-13,145,0,1,6,comms,1-1 BN,False
EQ-00101,2024-10-15,87,0,3,3,comms,DIV CAV,False
EQ-00102,2024-01-20,119,0,5,5,comms,HHC,False
EQ-00103,2024-02-25,,3,7,8,tracked,DIV CAV,False
EQ-00104,2024-01-17,122,2,2,5,comms,1-1 BN,False
EQ-00105,2024-10-09,176,3,7,12,tracked,BSB,False
EQ-00106,2024-02-07,97,2,2,2,engineer,1-2 BN,False
EQ-00107,2024-01-13,45,6,6,6,comms,1-2 BN,False
EQ-00108,2024-03-15,119,7,12,14,engineer,BSB,False
EQ-00109,2024-01-28,144,5,8,13,aviation,2-1 BN,False
EQ-00110,2024-03-26,16,6,7,8,engineer,HHC,False
EQ-00111,2024-09-22,43,6,10,14,wheeled,1-3 BN,True
EQ-00112,2024-05-12,94,8,12,14,comms,1-3 BN,False
EQ-00113,2024-09-08,,6,12,17,comms,HHC,False
EQ-00114,2024-08-06,178,4,10,12,aviation,2-1 BN,False
EQ-00115,2024-04-21,178,4,7,10,comms,DIV CAV,False
EQ-00116,2024-05-13,179,4,7,9,wheeled,2-1 BN,False
EQ-00117,2024-01-28,158,8,12,16,comms,1-2 BN,False
EQ-00118,2024-10-06,134,0,6,10,aviation,BSB,True
EQ-00119,2024-03-16,19,6,8,8,comms,1-1 BN,False
EQ-00120,2024-06-23,20,8,11,11,tracked,HHC,False
EQ-00121,2024-07-22,52,1,6,11,engineer,1-3 BN,False
EQ-00122,2024-08-29,163,1,2,5,engineer,1-2 BN,False
EQ-00123,2024-03-04,68,2,6,11,tracked,1-3 BN,False
EQ-00124,2024-12-10,103,0,0,4,aviation,DIV CAV,False
EQ-00125,2024-10-11,134,7,7,12,aviation,1-1 BN,True
EQ-00126,2024-12-20,176,6,9,9,engineer,1-1 BN,False
EQ-00127,2024-09-02,15,7,13,15,comms,1-2 BN,True
EQ-00128,2024-04-25,149,5,10,13,comms,2-1 BN,False
EQ-00129,2024-12-24,76,6,6,11,tracked,1-1 BN,True
EQ-00130,2024-02-16,147,0,0,5,wheeled,BSB,False
EQ-00131,2024-02-24,93,0,5,6,comms,1-1 BN,True
EQ-00132,2024-03-17,145,7,8,13,aviation,HHC,False
EQ-00133,2024-04-27,21,0,5,6,engineer,2-1 BN,False
EQ-00134,2024-07-05,122,4,9,12,engineer,HHC,False
EQ-00135,2024-12-05,154,6,8,12,aviation,2-1 BN,False
EQ-00136,2024-06-07,43,5,6,9,aviation,HHC,False
EQ-00137,2024-11-11,43,0,2,2,aviation,1-1 BN,False
EQ-00138,2024-06-27,11,5,5,6,tracked,BSB,False
EQ-00139,2024-11-09,109,6,11,15,tracked,HHC,False
EQ-00140,2024-11-07,30,6,12,12,comms,1-3 BN,False
EQ-00141,2024-06-24,118,4,8,13,comms,1-3 BN,True
EQ-00142,2024-09-23,101,8,12,12,aviation,DIV CAV,False
EQ-00143,2024-11-09,55,5,9,12,wheeled,HHC,False
EQ-00144,2024-01-24,68,5,5,9,aviation,DIV CAV,False
EQ-00145,2024-08-11,96,3,5,6,tracked,HHC,False
EQ-00146,2024-10-29,30,1,6,6,wheeled,DIV CAV,False
EQ-00147,2024-07-09,65,6,11,14,wheeled,DIV CAV,False
EQ-00148,2024-10-10,43,1,2,4,aviation,2-1 BN,False
EQ-00149,2024-03-01,14,7,12,17,engineer,1-3 BN,False
EQ-00150,2024-12-20,,0,1,2,engineer,2-1 BN,False
EQ-00151,2024-05-15,127,2,2,4,tracked,1-3 BN,False
EQ-00152,2024-10-06,133,7,13,17,tracked,HHC,False
EQ-00153,2024-11-08,73,7,12,14,tracked,DIV CAV,False
EQ-00154,2024-05-23,2,4,5,9,comms,2-1 BN,False
EQ-00155,2024-02-23,65,7,13,14,comms,2-1 BN,True
EQ-00156,2024-02-10,87,8,8,10,comms,1-2 BN,False
EQ-00157,2024-11-14,110,8,12,17,tracked,DIV CAV,False
EQ-00158,2024-10-04,121,5,7,9,engineer,1-3 BN,False
EQ-00159,2024-08-19,61,4,4,4,aviation,1-2 BN,False
EQ-00160,2024-10-24,1,5,9,12,tracked,2-1 BN,False
EQ-00161,2024-06-19,149,3,5,8,wheeled,DIV CAV,False
EQ-00162,2024-11-04,72,8,10,12,wheeled,1-2 BN,False
EQ-00163,2024-08-04,18,5,8,12,aviation,1-2 BN,False
EQ-00164,2024-12-27,62,0,6,9,tracked,2-1 BN,True
EQ-00165,2024-06-20,8,5,6,6,engineer,1-2 BN,False
EQ-00166,2024-12-27,77,3,4,4,tracked,2-1 BN,False
EQ-00167,2024-12-11,167,7,7,11,tracked,HHC,False
EQ-00168,2024-03-23,91,6,7,7,aviation,1-1 BN,False
EQ-00169,2024-03-07,179,0,3,7,wheeled,DIV CAV,False
EQ-00170,2024-09-06,13,6,9,9,engineer,1-3 BN,False
EQ-00171,2024-06-26,85,8,11,14,engineer,2-1 BN,False
EQ-00172,2024-06-15,8,2,7,11,aviation,1-2 BN,False
EQ-00173,2024-06-22,44,8,13,17,tracked,DIV CAV,False
EQ-00174,2024-01-22,158,4,7,11,aviation,DIV CAV,False
EQ-00175,2024-09-26,129,2,7,11,aviation,2-1 BN,False
EQ-00176,2024-01-19,63,1,6,7,aviation,1-2 BN,False
EQ-00177,2024-11-11,118,1,7,12,engineer,1-2 BN,False
EQ-00178,2024-04-17,54,6,9,13,tracked,1-3 BN,False
EQ-00179,2024-03-05,124,8,11,12,comms,DIV CAV,False
EQ-00180,2024-12-25,37,8,11,16,aviation,1-1 BN,False
EQ-00181,2024-05-04,,7,10,14,tracked,1-3 BN,False
EQ-00182,2024-08-12,2,6,7,12,wheeled,BSB,False
EQ-00183,2024-04-23,89,5,8,9,aviation,2-1 BN,False
EQ-00184,2024-03-29,34,7,10,15,tracked,1-1 BN,False
EQ-00185,2024-01-29,87,8,10,15,aviation,1-2 BN,False
EQ-00186,2024-02-01,57,2,3,7,tracked,BSB,False
EQ-00187,2024-08-17,42,4,4,9,wheeled,1-3 BN,False
EQ-00188,2024-06-24,106,8,12,17,aviation,HHC,False
EQ-00189,2024-04-24,118,0,2,2,engineer,2-1 BN,False
EQ-00190,2024-10-12,18,5,11,15,engineer,BSB,False
EQ-00191,2024-05-26,118,3,7,10,comms,BSB,False
EQ-00192,2024-06-24,77,4,8,13,comms,1-3 BN,False
EQ-00193,2024-12-09,59,3,4,9,comms,BSB,False
EQ-00194,2024-02-06,155,5,7,11,tracked,HHC,False
EQ-00195,2024-08-12,,6,7,8,wheeled,1-3 BN,False
EQ-00196,2024-06-09,174,4,5,8,engineer,2-1 BN,False
EQ-00197,2024-07-30,153,5,6,6,wheeled,HHC,True
EQ-00198,2024-01-25,63,8,8,13,tracked,HHC,False
EQ-00199,2024-09-15,97,2,6,7,comms,2-1 BN,False
EQ-00200,2024-10-08,141,1,1,5,engineer,1-1 BN,False
EQ-00201,2024-07-06,72,3,5,8,tracked,1-2 BN,False
EQ-00202,2024-11-21,131,7,7,9,comms,1-3 BN,False
EQ-00203,2024-11-07,95,7,12,16,comms,1-3 BN,False
EQ-00204,2024-06-29,88,5,7,7,comms,1-3 BN,False
EQ-00205,2024-11-28,100,2,6,11,tracked,2-1 BN,False
EQ-00206,2024-02-28,74,1,5,6,aviation,1-2 BN,False
EQ-00207,2024-12-19,170,5,6,6,aviation,HHC,False
EQ-00208,2024-09-28,20,6,11,13,engineer,1-1 BN,False
EQ-00209,2024-11-08,96,7,9,14,tracked,1-2 BN,False
EQ-00210,2024-01-31,,2,5,10,tracked,DIV CAV,False
EQ-00211,2024-05-14,132,8,9,11,comms,1-2 BN,False
EQ-00212,2024-07-04,24,2,7,9,tracked,1-3 BN,False
EQ-00213,2024-01-05,112,3,5,10,tracked,BSB,False
EQ-00214,2024-01-12,46,1,7,11,engineer,1-3 BN,False
EQ-00215,2024-12-03,147,5,9,13,tracked,1-1 BN,True
EQ-00216,2024-05-24,65,1,2,7,comms,1-2 BN,False
EQ-00217,2024-06-15,23,8,12,12,aviation,BSB,False
EQ-00218,2024-02-28,60,4,10,14,tracked,2-1 BN,False
EQ-00219,2024-02-05,176,6,11,12,tracked,2-1 BN,False
EQ-00220,2024-10-06,127,3,5,6,comms,1-1 BN,False
EQ-00221,2024-03-18,159,1,6,11,wheeled,1-1 BN,False
EQ-00222,2024-04-24,152,4,8,8,wheeled,DIV CAV,False
EQ-00223,2024-11-04,166,8,13,13,wheeled,HHC,False
EQ-00224,2024-07-30,41,3,3,7,aviation,DIV CAV,False
EQ-00225,2024-10-29,18,3,4,6,wheeled,DIV CAV,False
EQ-00226,2024-12-22,39,3,9,12,tracked,HHC,False
EQ-00227,2024-07-23,77,1,4,4,comms,HHC,True
EQ-00228,2024-04-21,24,1,5,8,engineer,1-3 BN,False
EQ-00229,2024-01-16,53,2,2,3,wheeled,BSB,False
EQ-00230,2024-05-14,8,7,7,9,engineer,2-1 BN,False
EQ-00231,2024-07-19,127,7,9,14,aviation,HHC,True
EQ-00232,2024-11-30,20,6,12,17,comms,2-1 BN,False
EQ-00233,2024-01-14,165,8,13,13,tracked,BSB,True
EQ-00234,2024-12-09,177,7,13,13,wheeled,BSB,False
EQ-00235,2024-10-20,53,0,3,6,engineer,1-1 BN,False
EQ-00236,2024-01-07,72,6,10,13,aviation,DIV CAV,False
EQ-00237,2024-05-05,64,3,8,11,tracked,2-1 BN,True
EQ-00238,2024-02-25,3,0,4,7,aviation,1-1 BN,False
EQ-00239,2024-05-20,51,3,4,5,wheeled,BSB,False
EQ-00240,2024-01-16,137,7,9,11,comms,DIV CAV,False
EQ-00241,2024-12-21,160,2,3,6,engineer,HHC,False
EQ-00242,2024-01-03,37,8,14,16,engineer,BSB,False
EQ-00243,2024-12-20,141,5,10,12,tracked,BSB,False
EQ-00244,2024-02-27,30,6,12,12,tracked,1-3 BN,False
EQ-00245,2024-09-22,61,6,9,13,tracked,1-2 BN,False
EQ-00246,2024-10-07,145,3,4,5,comms,1-1 BN,False
EQ-00247,2024-05-12,113,5,9,11,tracked,BSB,False
EQ-00248,2024-05-20,123,4,4,7,engineer,BSB,False
EQ-00249,2024-02-15,,3,3,6,tracked,1-2 BN,False
EQ-00250,2024-10-21,10,1,3,5,comms,1-1 BN,False
EQ-00251,2024-09-19,69,4,10,10,wheeled,1-2 BN,False
EQ-00252,2024-10-05,55,6,6,6,wheeled,2-1 BN,False
EQ-00253,2024-03-01,8,3,6,6,wheeled,DIV CAV,False
EQ-00254,2024-03-26,6,5,7,9,comms,1-3 BN,False
EQ-00255,2024-07-13,45,6,10,11,aviation,BSB,False
EQ-00256,2024-05-10,23,4,10,10,tracked,BSB,False
EQ-00257,2024-12-12,81,4,6,10,aviation,2-1 BN,False
EQ-00258,2024-08-05,,0,6,6,wheeled,2-1 BN,False
EQ-00259,2024-11-25,39,3,7,10,tracked,2-1 BN,False
EQ-00260,2024-05-16,167,7,12,13,tracked,DIV CAV,False
EQ-00261,2024-04-28,15,5,11,16,engineer,1-1 BN,False
EQ-00262,2024-10-26,155,1,4,9,tracked,1-3 BN,False
EQ-00263,2024-01-17,49,6,12,17,engineer,BSB,False
EQ-00264,2024-01-10,136,4,8,10,tracked,HHC,False
EQ-00265,2024-08-30,,6,7,10,comms,1-3 BN,False
EQ-00266,2024-12-30,32,4,10,11,engineer,1-3 BN,False
EQ-00267,2024-05-10,100,6,10,12,aviation,BSB,False
EQ-00268,2024-02-13,179,5,11,14,comms,1-3 BN,False
EQ-00269,2024-03-27,,0,0,3,engineer,HHC,False
EQ-00270,2024-02-04,79,7,11,16,comms,HHC,False
EQ-00271,2024-06-12,81,1,7,10,engineer,DIV CAV,False
EQ-00272,2024-04-26,132,7,12,12,tracked,HHC,False
EQ-00273,2024-01-24,4,7,11,11,wheeled,HHC,False
EQ-00274,2024-11-14,87,7,10,10,aviation,1-2 BN,False
EQ-00275,2024-01-21,145,4,8,10,aviation,BSB,True
EQ-00276,2024-05-27,164,3,5,10,tracked,1-2 BN,False
EQ-00277,2024-10-04,124,2,7,11,tracked,HHC,False
EQ-00278,2024-07-02,147,8,8,13,comms,1-2 BN,False
EQ-00279,2024-07-31,164,7,12,15,aviation,1-1 BN,True
EQ-00280,2024-06-23,17,8,14,17,engineer,HHC,False
EQ-00281,2024-09-24,1,7,12,16,engineer,2-1 BN,False
EQ-00282,2024-03-02,103,4,6,9,wheeled,1-1 BN,False
EQ-00283,2024-02-22,62,0,6,10,engineer,BSB,False
EQ-00284,2024-06-04,78,7,8,13,tracked,HHC,False
EQ-00285,2024-09-21,87,2,3,6,engineer,HHC,False
EQ-00286,2024-09-04,127,7,7,7,aviation,DIV CAV,False
EQ-00287,2024-03-02,45,5,5,6,tracked,HHC,False
EQ-00288,2024-10-11,42,2,5,8,wheeled,DIV CAV,False
EQ-00289,2024-01-31,104,6,11,11,engineer,2-1 BN,False
EQ-00290,2024-07-03,56,5,8,8,tracked,2-1 BN,False
EQ-00291,2024-12-08,28,0,6,6,engineer,HHC,False
EQ-00292,2024-08-29,152,0,3,3,wheeled,2-1 BN,False
EQ-00293,2024-09-23,132,6,11,16,wheeled,BSB,False
EQ-00294,2024-10-23,128,0,4,8,tracked,DIV CAV,False
EQ-00295,2024-05-18,178,6,9,14,engineer,2-1 BN,False
EQ-00296,2024-07-28,89,0,6,9,tracked,HHC,False
EQ-00297,2024-05-17,114,2,5,8,aviation,HHC,False
EQ-00298,2024-05-21,131,2,6,6,wheeled,DIV CAV,False
EQ-00299,2024-05-18,90,0,6,6,comms,1-3 BN,False
EQ-00300,2024-03-08,112,2,5,9,tracked,1-2 BN,False
EQ-00301,2024-01-30,100,4,6,7,tracked,1-3 BN,False
EQ-00302,2024-08-14,157,0,3,5,tracked,1-1 BN,False
EQ-00303,2024-07-14,111,8,10,11,tracked,1-3 BN,False
EQ-00304,2024-08-26,95,1,2,4,comms,1-2 BN,False
EQ-00305,2024-09-03,7,0,5,7,engineer,1-2 BN,False
EQ-00306,2024-07-23,54,3,4,7,comms,1-2 BN,False
EQ-00307,2024-05-12,91,6,7,11,tracked,1-2 BN,False
EQ-00308,2024-04-22,48,5,11,15,comms,1-1 BN,False
EQ-00309,2024-04-29,179,0,0,4,tracked,1-3 BN,False
EQ-00310,2024-03-13,9,3,8,11,tracked,1-2 BN,True
EQ-00311,2024-04-07,51,1,6,11,tracked,BSB,False
EQ-00312,2024-09-20,94,6,11,11,tracked,HHC,False
EQ-00313,2024-09-06,4,4,7,8,engineer,DIV CAV,False
EQ-00314,2024-09-25,176,1,4,7,aviation,2-1 BN,False
EQ-00315,2024-10-03,168,6,8,10,wheeled,1-3 BN,False
EQ-00316,2024-06-06,177,2,2,4,aviation,HHC,False
EQ-00317,2024-10-03,172,2,5,7,tracked,1-2 BN,True
EQ-00318,2024-12-31,116,3,8,12,tracked,DIV CAV,False
EQ-00319,2024-07-04,34,8,12,13,engineer,DIV CAV,False
EQ-00320,2024-01-20,158,7,12,17,tracked,1-2 BN,False
EQ-00321,2024-12-12,96,0,1,2,tracked,DIV CAV,False
EQ-00322,2024-07-10,108,5,11,13,engineer,HHC,False
EQ-00323,2024-12-16,3,6,9,12,wheeled,HHC,False
